date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,scheme,lambda_jump,jump_mean,jump_std,abs_error,sq_error
2025-08-19,2025-10-03,P,6411.37,5300.0,0.1232876712328767,7.35,7.8051299901209035,imex_euler,0.01,-0.005,0.03,0.4551299901209038,0.20714330790745403
2025-08-19,2025-10-03,P,6411.37,5300.0,0.1232876712328767,7.35,7.825657716785271,imex_euler,0.01,-0.005,0.03,0.47565771678527113,0.2262502635373772
2025-08-19,2025-10-03,P,6411.37,5350.0,0.1232876712328767,7.85,8.160300725860912,imex_euler,0.01,-0.005,0.03,0.3103007258609125,0.09628654046980918
2025-08-19,2025-10-03,P,6411.37,5350.0,0.1232876712328767,7.85,8.182909013120222,imex_euler,0.01,-0.005,0.03,0.33290901312022214,0.11082841101668024
2025-08-20,2025-09-19,P,6395.78,6300.0,0.0821917808219178,57.65,60.60320376263197,imex_euler,0.01,-0.005,0.03,2.953203762631972,8.721412463623636
2025-08-20,2025-09-19,P,6395.78,6300.0,0.0821917808219178,57.65,60.7881178323441,imex_euler,0.01,-0.005,0.03,3.1381178323441006,9.847783529676036
2025-08-20,2025-09-19,P,6395.78,6350.0,0.0821917808219178,70.35,64.22560612427037,imex_euler,0.01,-0.005,0.03,6.1243938757296235,37.50820034507452
2025-08-20,2025-09-19,P,6395.78,6350.0,0.0821917808219178,70.35,64.43149392213242,imex_euler,0.01,-0.005,0.03,5.918506077867576,35.02871419375544
2025-08-20,2025-09-19,P,6395.78,6365.0,0.0821917808219178,74.75,75.39349268436276,imex_euler,0.01,-0.005,0.03,0.6434926843627551,0.4140828348283843
2025-08-20,2025-09-19,P,6395.78,6365.0,0.0821917808219178,74.75,75.62889126249605,imex_euler,0.01,-0.005,0.03,0.8788912624960545,0.7724498512919087
2025-08-20,2025-09-19,P,6395.78,6375.0,0.0821917808219178,77.85,73.31110106308851,imex_euler,0.01,-0.005,0.03,4.53889893691148,20.60160355949616
2025-08-20,2025-09-19,P,6395.78,6375.0,0.0821917808219178,77.85,73.54506002735965,imex_euler,0.01,-0.005,0.03,4.304939972640341,18.532508168036617
2025-08-20,2025-09-19,P,6395.78,6380.0,0.0821917808219178,79.44999999999999,72.2590919238565,imex_euler,0.01,-0.005,0.03,7.1909080761434865,51.70915895954562
2025-08-20,2025-09-19,P,6395.78,6380.0,0.0821917808219178,79.44999999999999,72.49231185627427,imex_euler,0.01,-0.005,0.03,6.9576881437257185,48.40942430534143
2025-08-20,2025-09-19,P,6395.78,6385.0,0.0821917808219178,81.15,87.36561869295704,imex_euler,0.01,-0.005,0.03,6.215618692957037,38.63391573623694
2025-08-20,2025-09-19,P,6395.78,6385.0,0.0821917808219178,81.15,87.632593296032,imex_euler,0.01,-0.005,0.03,6.482593296031993,42.02401584175894
2025-08-20,2025-09-19,P,6395.78,6390.0,0.0821917808219178,82.85,86.3469381720651,imex_euler,0.01,-0.005,0.03,3.4969381720651,12.228576579246003
2025-08-20,2025-09-19,P,6395.78,6390.0,0.0821917808219178,82.85,86.61342074204322,imex_euler,0.01,-0.005,0.03,3.7634207420432233,14.163335681641165
2025-08-20,2025-10-17,P,6395.78,5960.0,0.1589041095890411,42.25,43.35277668509283,imex_euler,0.01,-0.005,0.03,1.1027766850928273,1.2161164171843248
2025-08-20,2025-10-17,P,6395.78,5960.0,0.1589041095890411,42.25,43.509219956213286,imex_euler,0.01,-0.005,0.03,1.2592199562132862,1.5856348981257904
2025-08-20,2025-10-17,P,6395.78,6000.0,0.1589041095890411,46.3,45.239015823917235,imex_euler,0.01,-0.005,0.03,1.060984176082762,1.1256874218980175
